ProductID,Product Name,Description,List Price,Sale Price,Brand,Category,Dept,Sub-Category,SKU
615,Pet Dog Warm Clothes Puppy Jumpsuit Hoodie Coat Doggy Apparel,"&nbsp; !&nbsp;Attention Please:&nbsp; For transportation needs, the dress that you've received will have a&nbsp;fold phenomenon. Please don't worry, this fold situation will disappear&nbsp;after the first time you clear or ironing. Thanks for your understanding. !&nbsp;About color:Pictures are only samples for reference. Due to limitations in photography and the inevitable differences in monitor settings, the colors shown in the photograph may not correspond 100% to those in the items themselves.!&nbsp;About size:All dimensions are measured by hand, there may be 2-3cm deviations. Please kindly refer to our size charts and description carefully before buying. We suggest you compare the size with the clothes you currently have before buying. For any question, please contact us directly. &nbsp;| Material:Fleece Clothing Length:Regular Style:Fashion Gender:Pet,Dog ",8.6,8.6,,Dogs,Pets,Dog Apparel & Dog Shoes,2193
616,Unique Bargains 12mm Width 98ft Length Polyimide BGA High Temperature Heat Resistant Tape,"Unique Bargains 12mm Width 98ft Length Polyimide BGA High Temperature Heat Resistant TapeThis heat resistant tape will withstand the high temperatures of heat press and sublimation process such as mug and plate printing Extensive use as electrical insulation for transformer , motor , coil , capacitor and frequency conversion power supply, ect. Will Withstand high temperature up to 250-300C. For CALIFORNIA residents only: WARNING: This product contains chemicals including DEHP, which is known to the State of California to cause cancer and birth defects or other reproductive harm.Please note that by posting this Proposition 65 warning, we are notifying you that one or more of the Proposition 65 listed chemicals may be present in a product. With Unique Bargains' products, the exposure to these chemicals may be of no significant risk to you, but out of caution, we have elected to place this warning on our site to make sure our customers are informed. You can find more infomation at http://www.oehha.ca.gov/proposition-65/about-proposition-65.| Color : Tea Color;Width : 12mm / 0.47&quot; Total Length : 30M/98Ft;Max Temperature : 250-300C Type : Roll Type;Total Size : 92 x 12mm / 3.6 x 0.47&quot;(D*T) Weight : 32g;Pakage Content : 1 x Heat Resistant Tape Unique Bargains 12mm Width 98ft Length Polyimide BGA High Temperature Heat Resistant Tape",14.99,7.12,Unique Bargains,All Departments,Shop by Brand,Unique Bargains,9128
617,Rainey WH1-AK High Back Body Compression w/ Zippers-Above Knee-Med-BLK,Rainey WH1-AK High Back Body Compression w/ Zippers-Above Knee-Med-BLK-Rainey-WH1-AK-M-BLK|Rainey WH1-AK High Back Body Compression w/ Zippers-Above Knee-Med-BLK,133.52,133.52,Rainey,Medicine Cabinet,Health,Braces & Supports,6425
618,"6 Pack - Depend Men Maximum Absorbency Underwear, Small/Medium 19 ea","Pack of 6 for the UPC: 036000385335Maximum incontinence protection where men need it most. Depend for Men Underwear feature the NEW Confidence Core technology for fast absorption. The Confidence Core technology helps lock away moisture quickly for outstanding comfort. They also feature snug, brief-like leg openings, are soft, quiet, breathable, and they're easy to use -- just step in and pull on. Depend incontinence underwear for men gives you the confidence of Fit-Flex protection with more LYCRA strands* for a smooth and comfortable fit you won&acirc;€™t get with adult diapers for men. These disposable underwear are available in a discreet gray color and is specially made to fit a man&acirc;€™s body. Depend incontinence products are latex-free and contain no lotions or fragrances. The NEW Confidence Core technology for fast absorption and worry-free odor control provides incontinence protection where men need it most Depend for Men Maximum Absorbency incontinence underwear features FIT-FLEX protection for a close-to-the-body fit while active and flexes with your legs Disposable underwear with a comfortable underwear-like waistband and brief-like leg openings you won&acirc;€™t find with adult diapers Depend Underwear for Men are available in two sizes, Small/Medium 28 to 40 in. waist and Large/XL 38-64 in. waist Depend incontinence products for men ship discreetly in a plain corrugate box and are FSA-eligible |6 Pack - Depend Men Maximum Absorbency Underwear, Small/Medium 19 ea",146.23,146.23,Depend,Incontinence,Personal Care,All Incontinence,5204
619,Buckle Down Buckle-Down Pet Plastic Clip Dog Collar,"Vibrant and bold, this beautiful, polyester dog collar is made to show off your dog's unique style through all the seasons. With an overengineered plastic buckle and strong D-ring, this durable collar can hold up to whatever your dog can dish out. This product is officially licensed by Buckle-Down.| Fits 9-15&quot; neck size and is 1/2 inch wide. Vibrant and bold, this beautiful polyester dog collar is made to show off your dog's unique style through all the seasons. With an overengineered plastic buckle and strong D-ring, this durable collar can hold up to whatever your dog can dish out. ",29.99,24.99,Buckle-Down,Dogs,Pets,Dog Collars & Leashes,5586
620,ETEREAUTY 3pcs Ear Curette Earwax Removal Ear Pick with Metal Case,"The item is a pack of 1pc spring ear pick, 1pc billeau ear loop and 1pc ear pick. Take these ear-care to the next level with this set of three professional tools. Featuring the same sorts of tools used by doctors to remove earwax, this set is perfect for anyone who suffers from earwax buildup.| Brand: ETEREAUTY. Color: Silver. Material: 410 Stainless Steel. All tools feature a double-ended design, giving you a total of 6 tool shapes to choose from. These tips include traditional spoon curette shape, spiral tips, and spring tip. Double ended design: ear cleaner in double ended design which offers scoop for removing ear wax on one side and massaging on the other, very effective at removing wax build up. Easy to store: comes with a storage box, easy and convenient for you to store portable and lightweight earwax removal and keep them from dust. ",8.89,8.89,Pixnor,Ear Care,Health,Excess Earwax,7643
621,"Smith Petersen Osteotome size 5/8"" ( 1.6 cm) Orthopedic Surgical Instrument","Smith Petersen Osteotome size 5/8&quot; ( 1.6 cm) Orthopedic Surgical Instrument|surgical instrument,nurse tools,doctor tools, medical student instrument",21.43,21.43,surgicalonline,Medicine Cabinet,Health,Braces & Supports,2433
622,Santa's Cutest Elf Screen Print Dog Dress Black Lg,Santa's Cutest Elf Screen Print Dog Dress Black LgProduct Summary : New/Holiday 2018/Holiday Screen Print Dress/Santa's Cutest Elf Screen Print Dog Dress@Apparel/Dog Dresses/Screen Print Dresses/Santa's Cutest Elf Screen Print Dog Dress@Events &amp; Holidays/Christmas/Holiday Dresses/Santa's Cutest Elf Screen Print Dog Dress|Santa's Cutest Elf Screen Print Dog Dress Black Lg Product Summary : New/Holiday 2018/Holiday Screen Print Dress/Santa's Cutest Elf Screen Print Dog Dress@Apparel/Dog Dresses/Screen Print Dresses/Santa's Cutest Elf Screen Print Dog Dress@Events &amp; Holidays/Christmas/Holiday Dresses/Santa's Cutest Elf Screen Print Dog Dress,16.66,16.66,,Dogs,Pets,Dog Clothing & Shoes,6803
623,Ebe Reading Glasses Mens Womens Blue Silver Temples Anti Glare remarkable grade ckb8147,"Beautifully mastered, we hope you lavish yourself in these specs made just for you. The rectangular shape is simple but the side temples give the most comfort you need with the softly bent tips for a perfect fit. How can you allow yourself to have the eye wear on the market, we hope you will love your frames, we guarantee your satisfaction 100%.| Always custom made to your individual order specifications in our FDA Listed Lab with the remarkable Optical grade Custom frames and Lenses available. Better style better grade and always less than retail. Rx lens included! Glasses come with a Hard protective case and micro fiber cleaning cloth. Very light and strong frame with Ebe signature comfort fit bridge for easy all day use without hot spots. We design and produce all of our frames and lenses in our FDA listed Labs. Lenses Include Anti-Glare and Anti-Reflective Coating. You will Love your New Glasses and we Guarantee it 100%. We do not sell Cheap &quot;drug store&quot; reading glasses. Lens Width=55, Lens Height=29, Bridge Width=18, Temple Length=136, Frame Width=128 ",22.99,22.99,Eye Buy Express,Home Health Care,Health,Daily Living Aids,1955
624,August Grove 'Sunset Flight' Print,Features: -Ready to hang. -Ready to hang. -Sawtooth and wire hanging kit included. -Ready to hang. Country of Origin: -United States. Artist: -Randy Van Beek. Product Type: -Print. Primary Art Material: -Canvas/Paper. Frame Color: -Black/Silver/Gold/White/Brown/Gray. Subject: -Buildings &amp; Cityscapes/Animals. Color: -Green/Blue/Yellow. Frame Material: -Metal. Holiday / Occasion: -No Holiday. Dimensions: Size 20.25&quot; H x 30&quot; W x 0.75&quot; D - Overall Height - Top to Bottom: -20.25&quot;. Size 20.25&quot; H x 30&quot; W x 0.75&quot; D - Overall Width - Side to Side: -30&quot;. Size 20.25&quot; H x 30&quot; W x 0.75&quot; D - Overall Depth - Front to Back: -0.75&quot;. Size 20.25&quot; H x 30&quot; W x 0.75&quot; D - Overall Product Weight: -10 lbs. Size 20.25&quot; H x 30&quot; W x 1.5&quot; D - Overall Height - Top to Bottom: -20.25&quot;. Size 20.25&quot; H x 30&quot; W x 1.5&quot; D - Overall Width - Side to Side: -30&quot;. Size 20.25&quot; H x 30&quot; W x 1.5&quot; D - Overall Depth - Front to Back: -1.5&quot;. Size 20.25&quot; H x 30&quot; W x 1.5&quot; D - Overall Product Weight: -10 lbs. Size 20.|FSYX6916 Features Ready to hang Ready to hang Sawtooth and wire hanging kit included Ready to hang Country of Origin: United States Artist: Randy Van Beek Product Type: Print Primary Art Material: Canvas/Paper Frame Color: Black/Silver/Gold/White/Brown/Gray Subject: Buildings &amp; Cityscapes/Animals Color: Green/Blue/Yellow Frame Material: Metal Holiday / Occasion: No Holiday Dimensions Size 20.25&quot; H x 30&quot; W x 0.75&quot; D Overall Height - Top to Bottom: 20.25&quot; Overall Width - Side to Side: 30&quot; Overall Depth - Front to Back: 0.75&quot; Overall Product Weight: 10 lbs Size 20.25&quot; H x 30&quot; W x 1.5&quot; D Overall Height - Top to Bottom: 20.25&quot; Overall Width - Side to Side: 30&quot; Overall Depth - Front to Back: 1.5&quot; Overall Product Weight: 10 lbs Size 20.25&quot; H x 30&quot; W x 2&quot; D Overall Height - Top to Bottom: 20.25&quot; Overall Width - Side to Side: 30&quot; Overall Depth - Front to Back: 2&quot; Overall Product Weight: 10 lbs ,103.99,103.99,August Grove,Health & Safety,Baby,Baby Gates,5958
625,"SleekLighting BR30 LED 13.5 Watt, ""Dimmable"" Wide Flood Light Bulb(110°), Warm White (3000K), 1100 Lumens, E26 Medium Base, 85 Watt Equivalent, UL Approved (PACK OF 4)","DIMMABLE: Led, 13.5 Watt (85 Watt Equivalent) E26 Medium Base, Dimension:4&quot;X5.25&quot;X4&quot; COLOR: Warm White - 3000K, 1100 Lumens, 120V, WIDE FLOOD: Beam Angle 110&deg; ECO FRIENDLY: UL Approved, UV and Mercury Free, LIFE SPAN: 35,000 hours APPLICATION: ideal for any lighting setting, such as Living rooms, Dining rooms, Office Etc. WARRANTY: 3 YEARS NO-HASSLE FREE-REPLACEMENT GUARANTEE|BR30, 13.5 WATT, Dimmable A LIGHTING REVOLUTION CHANGING THE WAY YOU SEE! Let There Be Better Light! With the LED revolution happening, here's the best reason to finally eliminate those power-hungry incandescent bulbs which generate unnecessary heat with the excess energy you wind up paying for. The SleekLighting BR30 LED Flood Light Bulb gives soft lighting for all indoor and outdoor spaces. It features a dimming feature to create the perfect ambience for any occassion. We Stand Behind Our Light! We stand behind our products and our confident in the quality of our SleekLighting Bulbs. For your satisfaction and buyer protection, when you buy a SleekLighting item, you automatically receive a 3 year warranty with your purchase. Light Up More For Less! Talk about making incredible savings! The SleekLighting LED Flood Light Bulb lights up on just 13.5 Watts. That's less than 15% of what your ordinary incandescent bulbs would consume. In addition, the SleekLighting LED Flood Light Bulb lasts over 20 years based on 3hr use per day. The resulting saving in your power bill is simply unbelievable! More Than an Electric Bulb...! The SleekLighting LED Flood Light Bulb's many benefits include: Dimming allows customizing light intensity on the fly. Long life reduces waste disposal in the environment. Emits lesser heat for more comfortable atmosphere. Guarantees cash and energy savings. ",32.99,32.99,SleekLighting,Light Bulbs,Household Essentials,All Light Bulbs,2847
626,Yves Saint Laurent Mascara Vinyl Couture - # 0 I'm The Endless,"|A revolutionary, high-color impact liquid lash color Features a patented mascara formula that gives length, volume &amp; curl Provides deep, saturated &amp; super shiny color Adds volume &amp; definition to lashes Packaged in a transparent tube that allows you to see the color inside Available in a range of shades for selection The quality of this item in a slightly damaged box is as fresh &amp; genuine as the original packing",50.71,50.71,Yves Saint Laurent,Makeup,Beauty,Eyes,8020
627,"Coastal Pet Products 06343 PKB14 3/8 Inch Nylon Standard Adjustable Dog Harness, X-Small, 10 - 18 Inch Girth, Pink Bright","Coastal Pet Products 06343 PKB14 3/8 Inch Nylon Standard Adjustable Dog Harness, X-Small, 10 - 18 Inch Girth, Pink Bright|Our Adjustable Nylon Dog Harness features high-quality, durable nylon, making it a great everyday harness. Available in a variety of colors, this harness is completely adjustable to get just the right fit for most dogs. Plus, our unique, curved, snap-lock buckle provides added comfort at every step. Features: D-ring on back for easy leash attachment Quality guaranteed Not for use with tie-outs Ideal for walks Harnesses are great walking tools Adjustable nylon harnesses have girth and chest adjustment slides ",22.89,22.89,Coastal Pet Products,Dogs,Pets,Dog Collars & Leashes,3012
